"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60"
"46",6493.811,3294.275,1360.854,1940.105,399.821,7879.356,691.68,4553.273,2730.695,5583.1,2201.554,2932.337,6753.502,2727.065,1799.227,2268.209,6058.834,1766.965,2048.043,2209.761,3302.85,3624.493,7282.052,950.946,1838.229,3588.238,1635.742,4899.134,2937.867,4205.859,2550.159,3090.306,2371.853,1413.469,7261.222,1484.481,5159.821,4788.77,3881.205,4752.348,1797.784,5886.879,641.165,7642.589,7169.739,4627.217,7226.943,8260,1329.62,1514.871,3444.652,2704.864,4729.13,1200.546,4965.86,4542.761,2171.1,7402.958,3023.395,4098.783
"47",4613.661,3228.78,2270.952,1960.313,2854.623,5548.567,2197.022,2478.934,426.262,3150.686,749.59,765.58,4422.713,2095.171,2874.956,2224.331,3984.495,3850.305,1406.076,1272.795,1672.783,1550.154,4917.387,3433.236,922.344,2399.624,3805.504,3018.984,764.956,2027.33,1024.929,657.892,729.929,1235.597,5186.883,3966.771,2981.292,2827.776,4282.574,2421.559,1842.763,3821.4,3123.455,5277.924,5201.798,2448.688,5346.793,5929.211,3811.91,3826.163,2632.725,2607.593,2768.136,2090.591,3129.322,2468.422,982.337,5072.169,2144.032,1920.254
"48",6108.306,2828.396,4389.89,3691.193,5941.313,5565.573,5075.703,1895.551,3560.637,3633.247,3964.753,3987.261,4439.719,3051.158,4474.706,3554.774,2621.896,5066.935,3905.288,3613.456,2538.796,2207.35,5908.171,6077.634,4374.553,2450.949,5801.348,4650.138,3077.211,3462.106,3425.368,3258.5,4200.215,4566.562,3828.942,6761.411,4252.961,905.914,3880.06,2515.052,4115.66,2300.527,6182.657,6268.708,3583.387,3835.079,6627.513,5346.861,6433.984,6369.791,2660.264,3148.923,1302.778,4588.868,1059.346,2061.381,4023.378,4489.198,2685.362,3355.03
"49",33.426,7666.317,6436.983,6360.871,6613.875,3213.908,6320.358,4430.526,4863.799,2536.828,5052.945,3938.483,2095.853,6532.708,7040.987,6624.889,3551.698,8008.507,5806.634,5673.353,5987.618,5273.372,1802.929,7192.488,5192.593,6837.161,7877.284,1622.715,5202.493,3305.041,5462.466,4223.596,4337.321,5505.846,2883.886,7726.023,2034.911,5417.823,8720.111,3726.482,6243.321,3868.687,6882.707,2163.466,3650.549,2468.332,1086.773,3594.552,7571.162,7756.413,7070.262,7045.13,5358.803,6256.622,6102.278,4284.545,5382.895,2740.92,6581.569,3197.965
"50",7776.398,1811.863,1447.883,1892.675,2401.95,7802.636,1726.27,4156.608,3151.777,5870.31,2951.03,3928.317,6676.782,1720.738,805.418,1570.322,5318.116,575.099,2286.131,2400.421,2412.718,3061.452,8086.102,2040.515,2721.67,2341.486,1500.575,6181.721,3030.376,5190.067,2857.048,3862.49,3795.952,2535.628,6525.162,2608.326,6144.029,3898.638,2013.879,4675.628,1795.899,4996.747,2413.696,8446.639,6279.607,5611.425,8509.53,7770.637,2275.605,2211.412,2105.934,1411.091,3838.998,1544.725,3717.946,4265.359,2810.343,6912.974,1889.877,5082.991
"51",7238.837,1603.86,910.322,1359.396,2017.313,7273.505,1164.949,3627.477,2622.646,5341.179,2413.469,3390.756,6147.651,1191.607,244.097,1037.043,4788.985,996.771,1752.852,1871.29,1883.587,2532.321,7556.971,2138.145,2184.109,1994.052,1598.205,5644.16,2501.245,4652.506,2327.917,3324.929,3258.391,1998.067,5996.031,2705.956,5606.468,3369.507,2190.968,4146.497,1258.338,4467.616,2258.657,7917.508,5750.476,5073.864,7971.969,7241.506,2373.235,2309.042,1758.5,1014.449,3309.867,983.404,3370.512,3736.228,2281.212,6383.843,1493.235,4545.43
"52",48.552,7877.206,6647.872,6571.76,6824.764,3229.034,6531.247,4641.415,5074.688,2747.717,5263.834,4149.372,2110.979,6743.597,7251.876,6835.778,3762.587,8219.396,6017.523,5884.242,6198.507,5484.261,1818.055,7403.377,5403.482,7048.05,8088.173,1833.604,5413.382,3515.93,5673.355,4434.485,4548.21,5716.735,2899.012,7936.912,2245.8,5628.712,8931,3937.371,6454.21,4079.576,7093.596,2178.592,3861.438,2679.221,1101.899,3609.678,7782.051,7967.302,7281.151,7256.019,5569.692,6467.511,6313.167,4495.434,5593.784,2756.046,6792.458,3408.854
"53",1961.875,5937.431,4841.686,4672.788,5018.578,4410.834,4725.061,2486.232,3165.912,1863.245,3364.862,2250.4,3291.377,4834.821,5445.69,4936.806,2878.115,6413.21,4118.551,3985.27,4289.731,3546.4,3002.976,5597.191,3537.616,5139.274,6281.987,412.505,3504.606,1353.724,3764.579,2525.709,2657.327,3850.869,4078.835,6130.726,880.745,3474.149,6989.095,1780.304,4555.238,2718.031,5287.41,3363.513,4100.004,517.015,2569.308,4791.478,5975.865,6161.116,5372.375,5347.243,3414.509,4661.325,4168.381,2341.103,3694.812,3937.846,4883.682,1246.648
"54",7648.301,2290.69,1294.153,1854.663,1630.291,7994.596,1243.299,4396.057,3277.942,6062.27,2822.933,3800.22,6868.742,1960.187,877.392,1670.338,5557.565,551.962,2209.764,2371.482,2652.167,3300.901,7993.888,1381.301,2593.573,2762.632,988.786,6053.624,3188.061,5061.97,2985.15,3734.393,3667.855,2407.531,6764.611,2065.078,6015.932,4138.087,2678.731,4867.588,1712.342,5236.196,1754.482,8354.425,6519.056,5483.328,8381.433,8010.086,1737.651,1673.458,2527.08,1783.029,4078.447,1308.719,4139.092,4457.319,2776.925,7152.423,2261.815,4954.894
"55",4118.374,3823.302,3531.979,2833.282,5034.801,3581.413,4217.792,247.484,2458.23,1649.087,2862.887,2820.126,2455.559,2689.693,3769.304,2916.373,1438.365,4650.456,2950.638,2755.545,2106.082,1313.218,3918.239,5219.723,3309.099,2994.146,5251.89,2608.943,2119.874,1558.825,2468.031,2091.365,3033.08,3611.322,2640.753,5903.5,2261.981,1234.758,4877.096,460.479,3257.749,1275.27,5303.633,4278.776,2655.668,1780.506,4637.581,3689.681,5576.073,5511.88,3227.247,3202.115,1176.987,3730.957,2105.892,100.683,3014.305,2832.018,2738.554,1740.878
"56",7938.083,1531.856,1609.568,1993.783,2682.528,7903.744,1887.955,4257.716,3252.885,5971.418,3112.715,4090.002,6777.89,1643.839,967.103,1671.43,5234.811,855.677,2387.239,2501.529,2329.413,3162.56,8187.21,2321.093,2883.355,2060.908,1781.153,6343.406,3131.484,5351.752,2958.156,4024.175,3957.637,2697.313,6441.857,2888.904,6305.714,3815.333,1919.897,4776.736,1944.719,4913.442,2694.274,8547.747,6196.302,5773.11,8671.215,7871.745,2556.183,2491.99,1825.356,1130.513,3755.693,1706.41,3437.368,4366.467,2911.451,7014.082,1609.299,5244.676
"57",6312.073,3129.949,1082.121,1624.51,837.027,7384.125,647.025,4233.532,2235.464,5122.872,1718.618,2695.905,6258.271,2421.613,1634.901,1962.757,5739.093,2231.659,1552.812,1714.53,2983.754,3304.752,6889.573,1415.64,1489.258,3269.142,2100.436,4717.396,2442.636,3957.655,2054.928,2630.078,2190.115,924.968,6941.481,1949.175,4911.617,4469.674,3716.879,4257.117,1425.989,5567.783,1105.859,7250.11,6850.643,4379.013,7045.205,7764.769,1794.314,1979.565,3139.2,2422.848,4410.034,907.637,4646.764,4223.02,1686.508,6907.727,2704.299,3850.579
"58",5367.751,3045.741,3889.533,3190.836,5440.956,4825.018,4575.346,1395.194,3060.28,2892.692,3464.396,3486.904,3699.164,2550.801,3974.349,3054.417,1881.341,4626.948,3404.931,3113.099,2038.439,1706.993,5167.616,5577.277,3874.196,2403.845,5328.457,3909.583,2576.854,2961.749,2925.011,2758.143,3699.858,4066.205,3088.387,6261.054,3512.406,405.557,4097.405,1774.497,3615.303,1559.972,5682.3,5528.153,2842.832,3094.524,5886.958,4606.306,5933.627,5869.434,2637.148,2648.566,802.421,4088.511,1276.691,1549.213,3523.021,3748.643,2185.005,2854.673
"59",3131.418,4692.424,3463.09,3386.978,3639.982,5843.741,3346.465,2808.226,1889.906,3296.152,2079.052,964.59,4724.284,3558.815,4067.094,3650.996,4311.022,5034.614,2832.741,2699.46,3013.725,2299.479,4435.883,4218.595,2218.7,3863.268,4903.391,1536.741,2228.6,1359.69,2488.573,1249.703,1363.428,2531.953,5511.742,4752.13,2313.652,3159.496,5746.218,2727.143,3269.428,4149.36,3908.814,4796.42,5529.805,1781.048,3864.55,6224.385,4597.269,4782.52,4096.369,4071.237,3099.856,3282.729,3812.634,2797.714,2409.002,5370.753,3607.676,1252.614
"60",7492.484,3071.182,1155.335,1734.586,1302.768,7874.519,1060.08,4347.754,3157.865,5942.193,2667.116,3644.403,6748.665,2507.593,1576.134,2048.737,5853.315,1025.992,2089.687,2251.405,3097.331,3418.974,7838.071,620.875,2437.756,3382.719,892.373,5897.807,3067.984,4906.153,2865.073,3578.576,3428.042,2166.949,7055.703,1304.652,5860.115,4583.251,3515.133,4747.511,1592.265,5681.36,994.056,8198.608,6964.22,5327.511,8225.616,8104.631,977.225,913.032,3225.18,2481.771,4523.611,1169.901,4760.341,4337.242,2635.006,7246.968,2817.876,4799.077
