"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70"
"39",1611.554,6519.246,1978.185,5289.912,5213.8,5466.804,4341.006,5173.287,3373.846,3716.728,3151.838,2205.34,1795.214,3905.874,2791.412,3221.549,5385.637,5893.916,5477.818,2810.084,6861.436,3546.213,4659.563,4526.282,4840.547,4126.301,2933.148,6045.417,4045.522,5593.17,5690.09,6730.213,5762.131,475.644,4055.422,2207.639,4315.395,3076.525,3190.25,4358.775,4009.039,6578.952,1133.605,4361.763,7573.04,2668.453,5096.25,2970.924,5735.636,3293.685,4033.516,1405.164,2218.987,4721.65,6424.091,6609.342,5923.191,5898.059,4302.123,5109.551,6503.156,5056.53,3228.717,4235.824,6591.178,4966.631,3868.018,4443.807,5434.498,2100.563
"40",6493.811,3294.275,5756.88,1360.854,1940.105,399.821,7879.356,691.68,4553.273,2730.695,3607.109,4863.694,5583.1,2201.554,2932.337,6753.502,2727.065,1799.227,2268.209,6058.834,1766.965,2689.972,2048.043,2209.761,3302.85,3624.493,7282.052,950.946,1838.229,3149.935,3588.238,1635.742,2276.895,4899.134,2937.867,4205.859,2550.159,3090.306,2371.853,1413.469,7261.222,1484.481,5159.821,4788.77,3881.205,4752.348,1797.784,5886.879,641.165,7642.589,7169.739,4627.217,7226.943,8260,1329.62,1514.871,3444.652,2704.864,4729.13,1200.546,1408.685,4965.86,4542.761,2171.1,2317.352,599.018,7402.958,5196.98,3023.395,4098.783
"41",4613.661,3228.78,3324.466,2270.952,1960.313,2854.623,5548.567,2197.022,2478.934,426.262,1174.695,2431.28,3150.686,749.59,765.58,4422.713,2095.171,2874.956,2224.331,3984.495,3850.305,271.3,1406.076,1272.795,1672.783,1550.154,4917.387,3433.236,922.344,2302.704,2399.624,3805.504,2471.665,3018.984,764.956,2027.33,1024.929,657.892,729.929,1235.597,5186.883,3966.771,2981.292,2827.776,4282.574,2421.559,1842.763,3821.4,3123.455,5277.924,5201.798,2448.688,5346.793,5929.211,3811.91,3826.163,2632.725,2607.593,2768.136,2090.591,3578.447,3129.322,2468.422,982.337,3572.218,2107.779,5072.169,3235.986,2144.032,1920.254
"42",6108.306,2828.396,3648.503,4389.89,3691.193,5941.313,5565.573,5075.703,1895.551,3560.637,2741.97,3092.662,3633.247,3964.753,3987.261,4439.719,3051.158,4474.706,3554.774,2621.896,5066.935,3531.419,3905.288,3613.456,2538.796,2207.35,5908.171,6077.634,4374.553,3117.504,2450.949,5801.348,3643.111,4650.138,3077.211,3462.106,3425.368,3258.5,4200.215,4566.562,3828.942,6761.411,4252.961,905.914,3880.06,2515.052,4115.66,2300.527,6182.657,6268.708,3583.387,3835.079,6627.513,5346.861,6433.984,6369.791,2660.264,3148.923,1302.778,4588.868,4965.67,1059.346,2061.381,4023.378,4243.808,5111.635,4489.198,770.54,2685.362,3355.03
"43",33.426,7666.317,2875.948,6436.983,6360.871,6613.875,3213.908,6320.358,4430.526,4863.799,4298.909,3259.291,2536.828,5052.945,3938.483,2095.853,6532.708,7040.987,6624.889,3551.698,8008.507,4693.284,5806.634,5673.353,5987.618,5273.372,1802.929,7192.488,5192.593,6740.241,6837.161,7877.284,6909.202,1622.715,5202.493,3305.041,5462.466,4223.596,4337.321,5505.846,2883.886,7726.023,2034.911,5417.823,8720.111,3726.482,6243.321,3868.687,6882.707,2163.466,3650.549,2468.332,1086.773,3594.552,7571.162,7756.413,7070.262,7045.13,5358.803,6256.622,7650.227,6102.278,4284.545,5382.895,7738.249,6113.702,2740.92,5499.048,6581.569,3197.965
"44",7776.398,1811.863,5884.327,1447.883,1892.675,2401.95,7802.636,1726.27,4156.608,3151.777,4139.877,5311.625,5870.31,2951.03,3928.317,6676.782,1720.738,805.418,1570.322,5318.116,575.099,3446.271,2286.131,2400.421,2412.718,3061.452,8086.102,2040.515,2721.67,1993.376,2341.486,1500.575,1124.697,6181.721,3030.376,5190.067,2857.048,3862.49,3795.952,2535.628,6525.162,2608.326,6144.029,3898.638,2013.879,4675.628,1795.899,4996.747,2413.696,8446.639,6279.607,5611.425,8509.53,7770.637,2275.605,2211.412,2105.934,1411.091,3838.998,1544.725,771.659,3717.946,4265.359,2810.343,280.578,1901.231,6912.974,4306.848,1889.877,5082.991
"45",7238.837,1603.86,5355.196,910.322,1359.396,2017.313,7273.505,1164.949,3627.477,2622.646,3610.746,4782.494,5341.179,2413.469,3390.756,6147.651,1191.607,244.097,1037.043,4788.985,996.771,2908.71,1752.852,1871.29,1883.587,2532.321,7556.971,2138.145,2184.109,1596.734,1994.052,1598.205,595.566,5644.16,2501.245,4652.506,2327.917,3324.929,3258.391,1998.067,5996.031,2705.956,5606.468,3369.507,2190.968,4146.497,1258.338,4467.616,2258.657,7917.508,5750.476,5073.864,7971.969,7241.506,2373.235,2309.042,1758.5,1014.449,3309.867,983.404,762.527,3370.512,3736.228,2281.212,699.005,1339.91,6383.843,3777.717,1493.235,4545.43
"46",48.552,7877.206,3086.837,6647.872,6571.76,6824.764,3229.034,6531.247,4641.415,5074.688,4509.798,3470.18,2747.717,5263.834,4149.372,2110.979,6743.597,7251.876,6835.778,3762.587,8219.396,4904.173,6017.523,5884.242,6198.507,5484.261,1818.055,7403.377,5403.482,6951.13,7048.05,8088.173,7120.091,1833.604,5413.382,3515.93,5673.355,4434.485,4548.21,5716.735,2899.012,7936.912,2245.8,5628.712,8931,3937.371,6454.21,4079.576,7093.596,2178.592,3861.438,2679.221,1101.899,3609.678,7782.051,7967.302,7281.151,7256.019,5569.692,6467.511,7861.116,6313.167,4495.434,5593.784,7949.138,6324.591,2756.046,5709.937,6792.458,3408.854
"47",1961.875,5937.431,2037.025,4841.686,4672.788,5018.578,4410.834,4725.061,2486.232,3165.912,2557.879,1317.191,1863.245,3364.862,2250.4,3291.377,4834.821,5445.69,4936.806,2878.115,6413.21,2995.397,4118.551,3985.27,4289.731,3546.4,3002.976,5597.191,3537.616,5042.354,5139.274,6281.987,5211.315,412.505,3504.606,1353.724,3764.579,2525.709,2657.327,3850.869,4078.835,6130.726,880.745,3474.149,6989.095,1780.304,4555.238,2718.031,5287.41,3363.513,4100.004,517.015,2569.308,4791.478,5975.865,6161.116,5372.375,5347.243,3414.509,4661.325,6054.93,4168.381,2341.103,3694.812,6142.952,4518.405,3937.846,3556.193,4883.682,1246.648
"48",4118.374,3823.302,1664.343,3531.979,2833.282,5034.801,3581.413,4217.792,247.484,2458.23,1574.725,1092.021,1649.087,2862.887,2820.126,2455.559,2689.693,3769.304,2916.373,1438.365,4650.456,2375.962,2950.638,2755.545,2106.082,1313.218,3918.239,5219.723,3309.099,2897.226,2994.146,5251.89,3066.187,2608.943,2119.874,1558.825,2468.031,2091.365,3033.08,3611.322,2640.753,5903.5,2261.981,1234.758,4877.096,460.479,3257.749,1275.27,5303.633,4278.776,2655.668,1780.506,4637.581,3689.681,5576.073,5511.88,3227.247,3202.115,1176.987,3730.957,4416.212,2105.892,100.683,3014.305,4169.025,4197.774,2832.018,1315.983,2738.554,1740.878
"49",3131.418,4692.424,3469.932,3463.09,3386.978,3639.982,5843.741,3346.465,2808.226,1889.906,1325.016,2578.553,3296.152,2079.052,964.59,4724.284,3558.815,4067.094,3650.996,4311.022,5034.614,1719.391,2832.741,2699.46,3013.725,2299.479,4435.883,4218.595,2218.7,3766.348,3863.268,4903.391,3935.309,1536.741,2228.6,1359.69,2488.573,1249.703,1363.428,2531.953,5511.742,4752.13,2313.652,3159.496,5746.218,2727.143,3269.428,4149.36,3908.814,4796.42,5529.805,1781.048,3864.55,6224.385,4597.269,4782.52,4096.369,4071.237,3099.856,3282.729,4676.334,3812.634,2797.714,2409.002,4764.356,3139.809,5370.753,3567.706,3607.676,1252.614
"50",7492.484,3071.182,5956.21,1155.335,1734.586,1302.768,7874.519,1060.08,4347.754,3157.865,4095.379,5351.964,5942.193,2667.116,3644.403,6748.665,2507.593,1576.134,2048.737,5853.315,1025.992,3162.357,2089.687,2251.405,3097.331,3418.974,7838.071,620.875,2437.756,2944.416,3382.719,892.373,2057.423,5897.807,3067.984,4906.153,2865.073,3578.576,3428.042,2166.949,7055.703,1304.652,5860.115,4583.251,3515.133,4747.511,1592.265,5681.36,994.056,8198.608,6964.22,5327.511,8225.616,8104.631,977.225,913.032,3225.18,2481.771,4523.611,1169.901,836.402,4760.341,4337.242,2635.006,1874.729,1241.981,7246.968,4991.461,2817.876,4799.077
